CE Secret Sale (hkevent),,,,,,,,,,,Via buy page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,Test Case,,,,,,,,,,30,Price,,Step >>,Step >>,Verify / AC >>,Step >>,,Verify / AC >>,,,,,,,,Step >>,,Special D11 >>,Step >>,Verify / AC >>,Verify / AC >>,Mass premiums,,,,,,,EPP only,EPP only,EPP only,,Total,Verify / AC >>,,Cart Page Result >>,,,Step >>,Step >>,Step >>,Step >>,Step >>,Verify / AC >>,Verify / AC >>,Checkout Page Result >> END OF TEST,,,,,,,,Automated Tests by UI Visions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated Test Result,Test duration (s),,Auto Cart,Auto Checkout,
,S-HTS-14,,,,,S-Series HW-S60D Soundbar,,EOL,HW-S60D/ZK,https://www.samsung.com/hk/multistore/hkevent/buy.HW-S60DZK,HW-S60D/ZK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-HTS-15,,,,,S-Series HW-S61D Soundbar,,EOL,HW-S61D/ZK,https://www.samsung.com/hk/multistore/hkevent/buy.HW-S61DZK,HW-S61D/ZK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-HTS-16,,,,,S-Series HW-LS60D Music Frame,,EOL,HW-LS60D/ZK,https://www.samsung.com/hk/multistore/hkevent/buy.HW-LS60DZK,HW-LS60D/ZK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-01,,,,,"27"" Odyssey G5 Curved Gaming Monitor (165Hz)",,EOL,LS27CG552ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27CG552ECXXK,LS27CG552ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-02,,,,,"32"" Odyssey G5 Curved Gaming Monitor (165Hz)",,EOL,LS32CG552ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32CG552ECXXK,LS32CG552ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-03,,,,,32” Odyssey Neo G7 Mini-LED Curved Gaming Monitor (165Hz),,EOL,LS32BG750NCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32BG750NCXXK,LS32BG750NCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-04,,,,,32” Odyssey Neo G8 Mini-LED Curved Gaming Monitor (240Hz),,EOL,LS32BG850NCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32BG850NCXXK,LS32BG850NCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-05,,,,,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",,EOL,LS34BG850SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS34BG850SCXXK,LS34BG850SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-06,,,,,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",,EOL,LS49CG954SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS49CG954SCXXK,LS49CG954SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-LS32D706EACXXK-C,,,,,,,,,,Z-LS32D706EACXXK-C,1,"
●  1 x  27"" ViewFinity S7 UHD Monitor [Z-LS32D706EACXXK-C]
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-07,,,,,"57"" Odyssey Neo G9 Curved Gaming Monitor (240Hz)",,EOL,LS57CG952NCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS57CG952NCXXK,LS57CG952NCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-G304G435COMBO,,,,,Z-G304G435COMBO,1,"
●  1 x  Logitech G304SE + G435SE LIGHTSPEED Wireless Gaming Combo [Z-G304G435COMBO]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-08,,,,,"22"" S31C Essential Monitor",,EOL,LS22C310EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS22C310EACXXK,LS22C310EACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-09,,,,,"24"" S31C Essential Monitor",,EOL,LS24C310EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS24C310EACXXK,LS24C310EACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-10,,,,,"27"" S31C Essential Monitor",,EOL,LS27C310EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27C310EACXXK,LS27C310EACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-11,,,,,"27"" C390 Curved Monitor",,N,LS27C390EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27C390EACXXK,LS27C390EACXXK,"1,780","1,311",cptqaer+3@gmail.com,!Cheil2024,"1,311",No,0,0,,,,,,,,,,0%,Add to Cart,"1,311",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-12,,,,,"32"" C390 Curved Monitor",,N,LS32C390EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32C390EACXXK,LS32C390EACXXK,"2,080","1,566",cptqaer+3@gmail.com,!Cheil2024,"1,566",No,0,0,,,,,,,,,,0%,Add to Cart,"1,566",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-13,,,,,"27"" ViewFinity S9 5K Monitor",,EOL,LS27C900PACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27C900PACXXK,LS27C900PACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-14,,,,,"27"" A700 UHD 4K Monitor",,EOL,LS27A700NWCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27A700NWCXXK,LS27A700NWCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-15,,,,,"32"" A700 UHD 4K Monitor",,EOL,LS32A700NWCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32A700NWCXXK,LS32A700NWCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-16,,,,,"34"" ViewFinity S5 Ultra WQHD Monitor",,EOL,LS34C500GACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS34C500GACXXK,LS34C500GACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITFITPW16BK,,,,,,,,,,Z-ITFITPW16BK,1,"
●  1 x  ITFIT Hand Warmer Powerbank (Black) [Z-ITFITPW16BK]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-17,,,,,"32"" M7 Samsung Smart Monitor (2022)",,EOL,LS32BM702UCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32BM702UCXXK,LS32BM702UCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-18,,,,,"32"" M8 Smart Monitor (2023) Warm White",,EOL,LS32CM801UCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32CM801UCXXK,LS32CM801UCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-19,,,,,"55"" Odyssey Ark 2<sup>nd</sup> Gen Curved Gaming Monitor (165Hz)",,EOL,LS55CG970NCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS55CG970NCXXK,LS55CG970NCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-LS32D706EACXXK-C,,,,,Z-G304G435COMBO,,,,,"Z-LS32D706EACXXK-C,Z-G304G435COMBO",2,"
●  1 x  27"" ViewFinity S7 UHD Monitor [Z-LS32D706EACXXK-C]
●  1 x  Logitech G304SE + G435SE LIGHTSPEED Wireless Gaming Combo [Z-G304G435COMBO]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-20,,,,,34” Odyssey G5 Curved Gaming Monitor (165Hz),,EOL,LC34G55TWWCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LC34G55TWWCXXK,LC34G55TWWCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-21,,,,,"32"" Odyssey G8 OLED Gaming Monitor (240Hz)",,EOL,LS32DG802SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32DG802SCXXK,LS32DG802SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-G304G435COMBO,,,,,Z-G304G435COMBO,1,"
●  1 x  Logitech G304SE + G435SE LIGHTSPEED Wireless Gaming Combo [Z-G304G435COMBO]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-22,,,,,"27"" Odyssey G6 OLED Gaming Monitor (360Hz)",,EOL,LS27DG602SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27DG602SCXXK,LS27DG602SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,Z-LGTG304MON,,,,,Z-LGTG304MON,1,"
●  1 x  Logitech LEAGUE OF LEGENDS KDA G304 gaming mouse [Z-LGTG304MON]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-23,,,,,"32"" M8 Smart Monitor (2024)",,EOL,LS32DM803UCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32DM803UCXXK,LS32DM803UCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-24,,,,,"32"" M7 Smart Monitor (2024), Black",,N,LS32DM702UCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32DM702UCXXK,LS32DM702UCXXK,"3,480","2,798",cptqaer+3@gmail.com,!Cheil2024,"2,798",No,100,0,,,,,,,,,,0%,Add to Cart,"2,798",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-25,,,,,"32"" M7 Smart Monitor (2024), White",,N,LS32DM703UCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32DM703UCXXK,LS32DM703UCXXK,"3,480","2,798",cptqaer+3@gmail.com,!Cheil2024,"2,798",No,100,0,,,,,,,,,,0%,Add to Cart,"2,798",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-26,,,,,"32"" Odyssey G5 Gaming Monitor (180Hz)",,EOL,LS32DG502ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32DG502ECXXK,LS32DG502ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,100,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-27,,,,,"27"" Odyssey G5 Gaming Monitor (180Hz)",,EOL,LS27DG502ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27DG502ECXXK,LS27DG502ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-28,,,,,"32"" ViewFinity S7 UHD Monitor",,EOL,LS32D706EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32D706EACXXK,LS32D706EACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITFITSD06-C,,,,,,,,,,Z-ITFITSD06-C,1,"
●  1 x  ITFIT Desk Monitor Arm (Black) [Z-ITFITSD06-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-29,,,,,"27"" ViewFinity S7 UHD Monitor",,EOL,LS27D706EACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27D706EACXXK,LS27D706EACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITFITSD06-C,,,,,,,,,,Z-ITFITSD06-C,1,"
●  1 x  ITFIT Desk Monitor Arm (Black) [Z-ITFITSD06-C]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-30,,,,,"27"" S33GC Essential Monitor",,EOL,LS27C330GACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27C330GACXXK,LS27C330GACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-31,,,,,"24"" S33GC Essential Monitor",,EOL,LS24C330GACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS24C330GACXXK,LS24C330GACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-32,,,,,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",,EOL,LS49DG952SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS49DG952SCXXK,LS49DG952SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,Z-SM-X210NZA-TV,,,,Z-G304G435COMBO,,,,,"Z-SM-X210NZA-TV,Z-G304G435COMBO",2,"
●  1 x  Galaxy Tab A9+ (Wi-Fi) [Z-SM-X210NZA-TV]
●  1 x  Logitech G304SE + G435SE LIGHTSPEED Wireless Gaming Combo [Z-G304G435COMBO]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-33,,,,,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",,EOL,LS34DG852SCXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS34DG852SCXXK,LS34DG852SCXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,Z-SM-X210NZA-TV,,,,Z-G304G435COMBO,,,,,"Z-SM-X210NZA-TV,Z-G304G435COMBO",2,"
●  1 x  Galaxy Tab A9+ (Wi-Fi) [Z-SM-X210NZA-TV]
●  1 x  Logitech G304SE + G435SE LIGHTSPEED Wireless Gaming Combo [Z-G304G435COMBO]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-34,,,,,"49"" ViewFinity S9 S95UC LS49C950UACXXK",,EOL,LS49C950UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS49C950UACXXK,LS49C950UACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-35,,,,,"32"" ViewFinity S8 S80UD UHD Monitor",,EOL,LS32D804UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32D804UACXXK,LS32D804UACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-36,,,,,LS27D804UACXXK,,EOL,LS27D804UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27D804UACXXK,LS27D804UACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-37,,,,,"34"" ViewFinity S6 S65UC Curved Monitor",,EOL,LS34C652UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS34C652UACXXK,LS34C652UACXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-38,,,,,"32"" ViewFinity S6 S60UD QHD Monitor",,N,LS32D606UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS32D606UACXXK,LS32D606UACXXK,"3,080","2,710",cptqaer+3@gmail.com,!Cheil2024,"2,710",No,0,0,,,,,,,,,,0%,Add to Cart,"2,710",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-39,,,,,"27"" ViewFinity S6 S60UD QHD Monitor",,N,LS27D606UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27D606UACXXK,LS27D606UACXXK,"2,880","2,534",cptqaer+3@gmail.com,!Cheil2024,"2,534",No,0,0,,,,,,,,,,0%,Add to Cart,"2,534",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
SECRET,S-MON-40,,,,,"24"" ViewFinity S6 S60UD QHD Monitor",,N,LS24D604UACXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS24D604UACXXK,LS24D604UACXXK,"2,380","2,094",cptqaer+3@gmail.com,!Cheil2024,"2,094",No,0,0,,,,,,,,,,0%,Add to Cart,"2,094",,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-41,,,,,"24"" Odyssey G3 Gaming Monitor (180Hz)",,EOL,LS24DG302ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS24DG302ECXXK,LS24DG302ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-MON-42,,,,,"27"" Odyssey G3 Gaming Monitor (180Hz)",,EOL,LS27DG302ECXXK,https://www.samsung.com/hk/multistore/hkevent/buy.LS27DG302ECXXK,LS27DG302ECXXK,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-01,,,,,RT20M3020GS/SH 2 door Refrigerator 203L Grey Silver,,EOL,RT20M3020GS/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT20M3020GSSH,RT20M3020GS/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,Z-ITFITEX42,,,,,,,,,,Z-ITFITEX42,1,"
●  1 x  ITFIT Aroma Diffuser with Mood Light [Z-ITFITEX42]
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
,S-REF-02,,,,,RT22M4013S8/SH 2 door Refrigerator 234L Elegant Inox,,EOL,RT22M4013S8/SH,https://www.samsung.com/hk/multistore/hkevent/buy.RT22M4013S8SH,RT22M4013S8/SH,0,0,cptqaer+3@gmail.com,!Cheil2024,0,No,0,0,,,,,,,,,,0%,Add to Cart,0,,,,,,,,,,,,,0,"
",,,,,End of Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
